SITE_ID,Precip_mm_avg_yr,Precip_mm_total_yr,Temp_degC_avg_yr,E_avg_06_07,RH_PT_avg_06_07,temp_degC_summer,precip_mm_summer,temp_degC_winter,precip_mm_winter,temp_degC_spring,precip_mm_spring
NLA06608-0001,127.5016667,1530.02,5.240277778,31.59,63.7,13.488,48.876666666666665,-4.193333333333333,114.73666666666666,5.359999999999999,176.63333333333333
NLA06608-0002,89.74666667,1076.96,20.82027778,78.63,55.03,27.387999999999998,134.52,13.15,67.14333333333333,20.453333333333333,38.413333333333334
NLA06608-0003,90.38583333,1084.63,23.28277778,93.78,65.27,28.886000000000003,174.22333333333333,14.770000000000001,73.06,23.439999999999998,71.40666666666667
NLA06608-0004,37.795,453.54,10.87027778,42.51,40.53,19.860000000000003,34.07,-0.2333333333333333,27.41333333333333,10.106666666666667,32.71333333333333
NLA06608-0005,39.91583333,478.99,7.327222222,31.85,45.43,15.960000000000003,17.823333333333334,-3.17,59.51666666666667,7.463333333333334,28.133333333333336
NLA06608-0006,103.5,1242,11.48027778,48.32,55.41,20.696,102.94,0.19333333333333305,57.94333333333333,9.99,128.63333333333333
NLA06608-0007,57.9975,695.97,8.47,47.84,64.43,20.518,82.89,-6.926666666666667,27.406666666666666,9.066666666666665,53.26
NLA06608-0008,81.64083333,979.69,12.39083333,57.56,61.19,23.414,121.44,-2.2566666666666664,40.02333333333333,13.346666666666666,110.86
NLA06608-0010,73.1725,878.07,11.00722222,50.95,60.28,21.514000000000003,79.58666666666666,-1.8933333333333333,69.30666666666667,10.45,74.45
NLA06608-0012,113.52,1362.24,17.53333333,72.53,59.02,26.276,193.88666666666668,5.033333333333333,44.809999999999995,18.299999999999997,154.67666666666665
NLA06608-0013,96.4625,1157.55,14.99833333,60.32,54.15,23.852,88.43,4.266666666666667,60.61333333333334,13.86,120.52333333333333
NLA06608-0014,37.21,446.52,7.259444444,48.73,60.89,19.637999999999998,55.056666666666665,-8.75,12.263333333333334,8.016666666666666,66.84666666666666
NLA06608-0015,23.55083333,282.61,19.46166667,70.97,29.02,27.844,25.183333333333337,8.523333333333333,16.273333333333333,19.46666666666667,21.223333333333333
NLA06608-0016,60.86166667,730.34,12.03055556,54.36,58.3,22.977999999999998,72.58,-2.5233333333333334,33.516666666666666,12.806666666666667,113.47666666666667
NLA06608-0019,49.7575,597.09,7.608611111,46.22,54.86,19.833999999999996,73.81666666666666,-8.209999999999999,14.206666666666665,8.133333333333333,87.12333333333333
NLA06608-0020,87.11666667,1045.4,14.63722222,60.71,59.12,25.228,81.08666666666667,0.6599999999999998,101.43666666666667,15.87,73.18
NLA06608-0021,72.58583333,871.03,10.92777778,50.26,61.4,20.988,68.14999999999999,-0.8099999999999999,73.26333333333334,8.63,67.63666666666667
NLA06608-0023,104.5758333,1254.91,20.60722222,81.84,59.34,27.68,122.61000000000001,10.446666666666667,64.52999999999999,20.426666666666666,174.32666666666668
NLA06608-0024,127.7958333,1533.55,20.23416667,80.64,61.44,27.566000000000003,175.70333333333335,9.903333333333334,117.17000000000002,20.55,127.58
NLA06608-0025,68.80833333,825.7,18.10805556,67.1,49.61,26.222,54.46000000000001,8.323333333333332,71.39666666666666,18.01666666666667,67.76333333333334
NLA06608-0029,83.90833333,1006.9,16.30138889,63.57,56.5,24.862000000000002,71.78333333333335,6.253333333333334,79.49000000000001,14.656666666666666,76.27
NLA06608-0031,78.20416667,938.45,13.26,55.62,56.25,23.008,94.88666666666666,1.0599999999999998,59.13666666666666,13.223333333333334,77.15666666666667
NLA06608-0033,155.7708333,1869.25,7.9975,37.36,61.15,14.738,31,0.4833333333333334,241.92333333333332,6.789999999999999,109.44333333333333
NLA06608-0036,94.51,1134.12,16.58138889,64.93,57.53,26.3,71.93666666666667,4.213333333333333,122.23,17.603333333333335,70.98
NLA06608-0037,101.8316667,1221.98,11.09361111,49.02,58.28,20.372000000000003,113.32666666666667,-0.18333333333333326,59.53666666666667,9.37,125.30000000000001
NLA06608-0038,108.5133333,1302.16,6.530555556,41.34,59.1,17.128,144.45000000000002,-6.836666666666666,81.35666666666667,4.5,96.44333333333333
NLA06608-0041,94.35583333,1132.27,13.17638889,53.35,59.26,22.354,119.61666666666667,1.5200000000000002,57.28666666666667,13.753333333333336,97.35333333333334
